Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2020-09;0087485300;Niort;27;423;93.62
2020-09;0087543009;Orléans;24;640;96.25
2020-09;0087547000;Paris Austerlitz;33;535;93.83
2020-09;0087571216;Vendôme - Villiers-sur-Loir;22;423;94.8
2020-09;0087611244;Montauban Ville Bourbon;14;330;95.76
2020-09;0087673400;Biarritz;18;338;94.67
2020-09;0087723197;Lyon Part Dieu;8;359;97.77
2020-09;0087726000;Saint-Étienne Châteaucreux;22;342;93.57
2020-09;0087751008;Marseille Saint-Charles;36;636;94.34
2020-09;0087755447;Les Arcs - Draguignan;47;567;91.71
2020-09;0087764001;Montélimar;23;371;93.8
2020-09;0087773200;Sète;33;404;91.83
2020-09;0087784009;Perpignan;19;665;97.14
2017-10;0087212027;Strasbourg;53;677;92.17
2017-10;0087223263;Lille Europe;26;652;96.01
2017-10;0087276691;Compiègne;14;220;93.64
2017-10;0087313874;Amiens;39;546;92.86
2017-10;0087313882;TGV Haute Picardie;8;630;98.73
2017-10;0087345025;Lens;33;518;93.63
2017-10;0087411017;Rouen Rive Droite;121;643;81.18
2017-10;0087413013;Le Havre;11;431;97.45
2017-10;0087474007;Brest;22;333;93.39
2017-10;0087481705;Saint-Nazaire;30;334;91.02
2017-10;0087543017;Les Aubrais;12;244;95.08
2017-10;0087547000;Paris Austerlitz;45;599;92.49
2017-10;0087597005;Châteauroux;8;340;97.65
2017-10;0087755447;Les Arcs - Draguignan;26;459;94.34
2017-10;0087775007;Nîmes;18;710;97.46
2017-10;0087784009;Perpignan;11;216;94.91
2018-10;0087118000;Troyes;17;283;93.99
2018-10;0087147322;Meuse TGV;9;350;97.43
2018-10;0087171009;Reims;12;599;98.0
2018-10;0087271007;Paris Gare du Nord;125;1455;91.41
2018-10;0087345025;Lens;39;666;94.14
2018-10;0087393702;Massy TGV;33;634;94.79
2018-10;0087444877;Cherbourg;9;330;97.27
2018-10;0087476002;Lorient Bretagne Sud;26;254;89.76
2018-10;0087481002;Nantes;36;586;93.86
2018-10;0087484006;Angers Saint-Laud;46;647;92.89
2018-10;0087486019;La Roche-sur-Yon;19;300;93.67
2018-10;0087571000;Tours;29;595;95.13
2018-10;0087571240;Saint-Pierre-des-Corps;29;537;94.6
2018-10;0087584052;Libourne;12;305;96.07
2018-10;0087586008;Agen;20;327;93.88
2018-10;0087592006;Limoges Bénédictins;11;328;96.65
2018-10;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;11;303;96.37
2018-10;0087696005;Nevers;20;303;93.4
2018-10;0087718007;Besançon Viotte;38;647;94.13
2018-10;0087732008;Vichy;12;317;96.21
2018-10;0087741728;Moûtiers - Salins - Brides-les-Bains;9;106;91.51
2018-10;0087751008;Marseille Saint-Charles;64;635;89.92
2018-10;0087757526;Saint-Raphaël Valescure;54;757;92.87
2018-10;0087757674;Antibes;85;795;89.31
2018-10;0087764001;Montélimar;21;305;93.11
2018-10;0087773002;Montpellier Saint-Roch;56;731;92.34
2019-10;0087182014;Colmar;17;295;94.24
2019-10;0087182063;Mulhouse;13;504;97.42
2019-10;0087223263;Lille Europe;23;574;95.99
2019-10;0087281006;Dunkerque;11;209;94.74
2019-10;0087300822;Belfort - Montbéliard TGV;21;405;94.81
2019-10;0087300863;Besançon Franche-Comté TGV;14;281;95.02
2019-10;0087318964;Avignon TGV;20;512;96.09
2019-10;0087319012;Aix-en-Provence TGV;61;695;91.22
2019-10;0087343004;Valenciennes;7;290;97.59
2019-10;0087345025;Lens;24;444;94.59
2019-10;0087391003;Paris Montparnasse Hall 1 & 2;101;1895;94.67
2019-10;0087396002;Le Mans;64;654;90.21
2019-10;0087411017;Rouen Rive Droite;25;337;92.58
2019-10;0087478404;Laval;20;343;94.17
2019-10;0087486019;La Roche-sur-Yon;10;158;93.67
2019-10;0087571000;Tours;26;438;94.06
2019-10;0087583005;Angoulême;27;553;95.12
2019-10;0087586008;Agen;8;241;96.68
2019-10;0087592006;Limoges Bénédictins;10;335;97.01
2019-10;0087594002;Brive-la-Gaillarde;7;341;97.95
2019-10;0087673004;Bayonne;9;274;96.72
2019-10;0087686006;Paris Gare de Lyon Hall 1 & 2;62;1035;94.01
2019-10;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;30;654;95.41
2019-10;0087696005;Nevers;17;389;95.63
2019-10;0087762906;Lyon Saint-Exupéry TGV;38;417;90.89
2019-10;0087763029;Valence TGV Rhône-Alpes Sud;51;739;93.1
2019-10;0087775007;Nîmes;24;719;96.66
2020-10;0087113001;Paris Est;31;594;94.78
2020-10;0087141002;Nancy;32;639;94.99
2020-10;0087142109;Lorraine TGV;28;327;91.44
2020-10;0087171926;Champagne-Ardenne TGV;24;505;95.25
2020-10;0087192039;Metz Ville;47;546;91.39
2020-10;0087212027;Strasbourg;42;1022;95.89
2020-10;0087300822;Belfort - Montbéliard TGV;13;163;92.02
2020-10;0087342014;Arras;20;420;95.24
2020-10;0087384008;Paris Saint-Lazare;22;467;95.29
2020-10;0087478107;Saint-Malo;9;67;86.57
2020-10;0087478404;Laval;19;349;94.56
2020-10;0087485300;Niort;16;401;96.01
2020-10;0087571216;Vendôme - Villiers-sur-Loir;32;421;92.4
2020-10;0087576009;Vierzon;8;252;96.83
2020-10;0087584052;Libourne;10;308;96.75
2020-10;0087594002;Brive-la-Gaillarde;7;354;98.02
2020-10;0087597005;Châteauroux;1;330;99.7
2020-10;0087615286;Carcassonne;15;305;95.08
2020-10;0087688887;Montpellier Sud de France;32;584;94.52
2020-10;0087718007;Besançon Viotte;19;371;94.88
2020-10;0087723197;Lyon Part Dieu;8;342;97.66
2020-10;0087734004;Clermont-Ferrand;25;396;93.69
2020-10;0087745000;Bellegarde;9;411;97.81
2020-10;0087775007;Nîmes;22;726;96.97
2020-10;0087781278;Agde;14;257;94.55
2020-10;0087784009;Perpignan;22;531;95.86
2017-11;0087113001;Paris Est;39;608;93.59
2017-11;0087141002;Nancy;47;640;92.66
2017-11;0087147322;Meuse TGV;12;222;94.59
2017-11;0087172007;Charleville-Mézières;18;552;96.74
2017-11;0087212027;Strasbourg;47;664;92.92
2017-11;0087281071;Calais - Fréthun;31;631;95.09
2017-11;0087313882;TGV Haute Picardie;8;480;98.33
2017-11;0087319012;Aix-en-Provence TGV;100;668;85.03
2017-11;0087387001;Évreux Normandie;25;296;91.55
2017-11;0087391003;Paris Montparnasse Hall 1 & 2;113;1853;93.9
2017-11;0087473009;Saint-Brieuc;24;340;92.94
2017-11;0087592006;Limoges Bénédictins;11;327;96.64
2017-11;0087671339;Lourdes;1;379;99.74
2017-11;0087672006;Pau;9;344;97.38
2017-11;0087722025;Lyon Perrache;14;673;97.92
2017-11;0087741728;Moûtiers - Salins - Brides-les-Bains;6;106;94.34
2017-11;0087743005;Bourg-en-Bresse;31;400;92.25
2017-11;0087746008;Annecy;16;392;95.92
2017-11;0087756056;Nice;54;703;92.32
2017-11;0087762906;Lyon Saint-Exupéry TGV;33;378;91.27
2017-11;0087764001;Montélimar;31;361;91.41
2017-11;0087773002;Montpellier Saint-Roch;51;662;92.3
2017-11;0087773200;Sète;30;396;92.42
2017-11;0087781005;Béziers;25;491;94.91
2017-11;0087784009;Perpignan;18;302;94.04
2018-11;0087111849;Marne-la-Vallée Chessy;44;693;93.65
2018-11;0087118000;Troyes;12;239;94.98
2018-11;0087171926;Champagne-Ardenne TGV;57;537;89.39
2018-11;0087182063;Mulhouse;10;523;98.09
2018-11;0087271007;Paris Gare du Nord transmanche;119;1445;91.76
2018-11;0087271007;Paris Gare du Nord;119;1445;91.76
2018-11;0087444372;Trouville - Deauville;8;149;94.63
2018-11;0087444877;Cherbourg;8;264;96.97
2018-11;0087473009;Saint-Brieuc;25;301;91.69
2018-11;0087474007;Brest;20;301;93.36
2018-11;0087476002;Lorient Bretagne Sud;15;262;94.27
2018-11;0087476200;Auray;10;211;95.26
2018-11;0087481705;Saint-Nazaire;7;280;97.5
2018-11;0087484006;Angers Saint-Laud;37;676;94.53
2018-11;0087485300;Niort;11;266;95.86
2018-11;0087543017;Les Aubrais;11;284;96.13
2018-11;0087594002;Brive-la-Gaillarde;3;344;99.13
2018-11;0087611004;Toulouse Matabiau;21;640;96.72
2018-11;0087725705;Mâcon Loché TGV;8;246;96.75
2018-11;0087741009;Chambéry - Challes-les-Eaux;50;749;93.32
2018-11;0087741728;Moûtiers - Salins - Brides-les-Bains;10;170;94.12
2018-11;0087743005;Bourg-en-Bresse;14;400;96.5
2018-11;0087773002;Montpellier Saint-Roch;56;746;92.49
2019-11;0087141002;Nancy;37;612;93.95
2019-11;0087142109;Lorraine TGV;22;327;93.27
2019-11;0087171926;Champagne-Ardenne TGV;79;522;84.87
2019-11;0087182014;Colmar;16;240;93.33
2019-11;0087223263;Lille Europe;37;631;94.14
2019-11;0087319012;Aix-en-Provence TGV;58;720;91.94
2019-11;0087411017;Rouen Rive Droite;21;289;92.73
2019-11;0087413013;Le Havre;13;297;95.62
2019-11;0087476002;Lorient Bretagne Sud;13;276;95.29
2019-11;0087481002;Nantes;38;590;93.56
2019-11;0087486019;La Roche-sur-Yon;21;316;93.35
2019-11;0087571240;Saint-Pierre-des-Corps;39;702;94.44
2019-11;0087575001;Poitiers;31;589;94.74
2019-11;0087594002;Brive-la-Gaillarde;10;341;97.07
2019-11;0087713040;Dijon;23;399;94.24
2019-11;0087722025;Lyon Perrache;7;267;97.38
2019-11;0087734004;Clermont-Ferrand;40;395;89.87
2019-11;0087755447;Les Arcs - Draguignan;41;494;91.7
2020-11;0087141002;Nancy;20;581;96.56
2020-11;0087182063;Mulhouse;6;514;98.83
2020-11;0087271007;Paris Gare du Nord;43;1231;96.51
2020-11;0087276691;Compiègne;5;224;97.77
2020-11;0087286005;Lille Flandres;8;365;97.81
2020-11;0087393702;Massy TGV;14;574;97.56
2020-11;0087444372;Trouville - Deauville;5;148;96.62
2020-11;0087474007;Brest;11;229;95.2
2020-11;0087485300;Niort;17;337;94.96
2020-11;0087486019;La Roche-sur-Yon;4;75;94.67
2020-11;0087543017;Les Aubrais;14;295;95.25
2020-11;0087547000;Paris Austerlitz;18;148;87.84
2020-11;0087594002;Brive-la-Gaillarde;5;346;98.55
2020-11;0087611244;Montauban Ville Bourbon;14;327;95.72
2020-11;0087686006;Paris Gare de Lyon Hall 1 & 2;17;260;93.46
2020-11;0087696005;Nevers;16;312;94.87
2020-11;0087725705;Mâcon Loché TGV;5;167;97.01
2020-11;0087726000;Saint-Étienne Châteaucreux;14;173;91.91
2020-11;0087734004;Clermont-Ferrand;31;395;92.15
2020-11;0087746008;Annecy;14;356;96.07
2020-11;0087756056;Nice;34;823;95.87
2020-11;0087757625;Cannes;61;808;92.45
2020-11;0087773200;Sète;29;411;92.94
2020-11;0087781104;Narbonne;16;472;96.61
2017-12;0087142109;Lorraine TGV;12;249;95.18
2017-12;0087147322;Meuse TGV;14;289;95.16
2017-12;0087182063;Mulhouse;10;423;97.64
2017-12;0087271007;Paris Gare du Nord transmanche;131;1280;89.77
2017-12;0087271007;Paris Gare du Nord;131;1280;89.77
2017-12;0087281006;Dunkerque;20;343;94.17
2017-12;0087300822;Belfort - Montbéliard TGV;21;332;93.67
2017-12;0087543017;Les Aubrais;13;188;93.09
2017-12;0087547000;Paris Austerlitz;44;591;92.55
2017-12;0087571000;Tours;26;586;95.56
2017-12;0087571216;Vendôme - Villiers-sur-Loir;34;411;91.73
2017-12;0087574004;Blois - Chambord;20;281;92.88
2017-12;0087611244;Montauban Ville Bourbon;19;322;94.1
2017-12;0087718007;Besançon Viotte;34;572;94.06
2017-12;0087723197;Lyon Part Dieu;41;715;94.27
2017-12;0087741728;Moûtiers - Salins - Brides-les-Bains;9;278;96.76
2017-12;0087741793;Bourg-Saint-Maurice;15;316;95.25
2017-12;0087747006;Grenoble;19;577;96.71
2017-12;0087762906;Lyon Saint-Exupéry TGV;39;384;89.84
2018-12;0087113001;Paris Est;35;577;93.93
2018-12;0087147322;Meuse TGV;11;356;96.91
2018-12;0087271007;Paris Gare du Nord;112;1453;92.29
2018-12;0087281071;Calais - Fréthun;17;592;97.13
2018-12;0087342014;Arras;39;664;94.13
2018-12;0087345009;Douai;48;576;91.67
2018-12;0087473009;Saint-Brieuc;26;320;91.88
2018-12;0087474098;Quimper;1;166;99.4
2018-12;0087476606;Vannes;25;356;92.98
2018-12;0087478107;Saint-Malo;22;259;91.51
2018-12;0087485300;Niort;8;266;96.99
2018-12;0087547000;Paris Austerlitz;76;1016;92.52
2018-12;0087575001;Poitiers;16;566;97.17
2018-12;0087576009;Vierzon;5;322;98.45
2018-12;0087583005;Angoulême;43;390;88.97
2018-12;0087594002;Brive-la-Gaillarde;6;350;98.29
2018-12;0087611244;Montauban Ville Bourbon;13;319;95.92
2018-12;0087615286;Carcassonne;25;283;91.17
2018-12;0087671339;Lourdes;2;320;99.38
2018-12;0087673400;Biarritz;18;365;95.07
2018-12;0087726000;Saint-Étienne Châteaucreux;13;265;95.09
2018-12;0087732008;Vichy;7;282;97.52
2018-12;0087741793;Bourg-Saint-Maurice;7;156;95.51
2018-12;0087755009;Toulon;18;408;95.59
2018-12;0087755447;Les Arcs - Draguignan;38;491;92.26
2018-12;0087756056;Nice;53;748;92.91
2019-12;0087147322;Meuse TGV;8;290;97.24
2019-12;0087281071;Calais - Fréthun;4;216;98.15
2019-12;0087286005;Lille Flandres;32;619;94.83
2019-12;0087300822;Belfort - Montbéliard TGV;12;311;96.14
2019-12;0087313874;Amiens;32;269;88.1
2019-12;0087313882;TGV Haute Picardie;21;320;93.44
2019-12;0087319012;Aix-en-Provence TGV;43;699;93.85
2019-12;0087387001;Évreux Normandie;16;222;92.79
2019-12;0087471003;Rennes;6;223;97.31
2019-12;0087474007;Brest;9;84;89.29
2019-12;0087476002;Lorient Bretagne Sud;8;201;96.02
2019-12;0087476200;Auray;15;280;94.64
2019-12;0087476606;Vannes;18;356;94.94
2019-12;0087478404;Laval;40;443;90.97
2019-12;0087486019;La Roche-sur-Yon;5;158;96.84
2019-12;0087543017;Les Aubrais;14;271;94.83
2019-12;0087571240;Saint-Pierre-des-Corps;8;582;98.63
2019-12;0087594002;Brive-la-Gaillarde;5;338;98.52
2019-12;0087611004;Toulouse Matabiau;10;540;98.15
2019-12;0087611244;Montauban Ville Bourbon;12;319;96.24
2019-12;0087615286;Carcassonne;0;80;100.0
2019-12;0087732008;Vichy;11;323;96.59
2019-12;0087734004;Clermont-Ferrand;31;396;92.17
2019-12;0087746008;Annecy;14;361;96.12
2019-12;0087762906;Lyon Saint-Exupéry TGV;27;336;91.96
2019-12;0087764001;Montélimar;26;268;90.3
2019-12;0087781278;Agde;21;251;91.63
2019-12;0087784009;Perpignan;2;74;97.3
2020-12;0087113001;Paris Est;14;296;95.27
2020-12;0087141002;Nancy;23;590;96.1
2020-12;0087171009;Reims;11;810;98.64
2020-12;0087172007;Charleville-Mézières;7;480;98.54
2020-12;0087191007;Thionville;40;423;90.54
2020-12;0087271007;Paris Gare du Nord;14;295;95.25
2020-12;0087281006;Dunkerque;29;267;89.14
2020-12;0087286005;Lille Flandres;10;292;96.58
2020-12;0087313882;TGV Haute Picardie;7;307;97.72
2020-12;0087345025;Lens;5;145;96.55
2020-12;0087391003;Paris Montparnasse Hall 1 & 2;92;1526;93.97
2020-12;0087411017;Rouen Rive Droite;18;336;94.64
2020-12;0087474338;Morlaix;22;258;91.47
2020-12;0087481705;Saint-Nazaire;7;234;97.01
2020-12;0087485300;Niort;20;411;95.13
2020-12;0087571000;Tours;17;351;95.16
2020-12;0087586008;Agen;7;305;97.7
2020-12;0087615286;Carcassonne;7;296;97.64
2020-12;0087673202;Dax;16;413;96.13
2020-12;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;8;268;97.01
2020-12;0087723197;Lyon Part Dieu;10;375;97.33
2020-12;0087726000;Saint-Étienne Châteaucreux;10;85;88.24
2020-12;0087732008;Vichy;8;364;97.8
2020-12;0087734004;Clermont-Ferrand;32;392;91.84
2020-12;0087773002;Montpellier Saint-Roch;13;770;98.31
2020-12;0087773200;Sète;20;407;95.09
2020-12;0087781104;Narbonne;13;452;97.12
2020-12;0087781278;Agde;19;265;92.83
2019-01;0087394007;Chartres;12;173;93.06
2020-02;0087394007;Chartres;16;302;94.7
2018-03;0087394007;Chartres;14;221;93.67
2017-05;0087394007;Chartres;7;261;97.32
2021-05;0087394007;Chartres;3;67;95.52
2018-09;0087394007;Chartres;9;270;96.67
2020-11;0087394007;Chartres;6;288;97.92
2017-01;0087111849;Marne-la-Vallée Chessy;86;693;87.59
2017-01;0087147322;Meuse TGV;6;282;97.87
2017-01;0087172007;Charleville-Mézières;17;644;97.36
2017-01;0087192039;Metz Ville;41;610;93.28
2017-01;0087212027;Strasbourg;41;687;94.03
2017-01;0087286005;Lille Flandres;38;508;92.52
2017-01;0087342014;Arras;43;664;93.52
2017-01;0087413013;Le Havre;8;553;98.55
2017-01;0087473009;Saint-Brieuc;28;352;92.05
2017-01;0087474338;Morlaix;33;279;88.17
2017-01;0087476002;Lorient Bretagne Sud;49;335;85.37
2017-01;0087476606;Vannes;41;349;88.25
2017-01;0087481754;La Baule-Escoublac;16;276;94.2
2017-01;0087543009;Orléans;39;669;94.17
2017-01;0087581009;Bordeaux Saint-Jean;28;856;96.73
2017-01;0087673400;Biarritz;14;353;96.03
2017-01;0087726000;Saint-Étienne Châteaucreux;33;561;94.12
2017-01;0087734004;Clermont-Ferrand;36;470;92.34
2017-01;0087743005;Bourg-en-Bresse;30;489;93.87
2017-01;0087756056;Nice;79;652;87.88
2017-01;0087762906;Lyon Saint-Exupéry TGV;30;381;92.13
2017-01;0087773002;Montpellier Saint-Roch;64;726;91.18
2017-01;0087773200;Sète;22;402;94.53
2018-01;0087171009;Reims;7;797;99.12
2018-01;0087191007;Thionville;8;333;97.6
2018-01;0087192039;Metz Ville;39;599;93.49
2018-01;0087223263;Lille Europe;28;657;95.74
2018-01;0087313874;Amiens;31;631;95.09
2018-01;0087345025;Lens;47;814;94.23
2018-01;0087396002;Le Mans;85;664;87.2
2018-01;0087444372;Trouville - Deauville;22;188;88.3
2018-01;0087476200;Auray;13;286;95.45
2018-01;0087547000;Paris Austerlitz;39;597;93.47
2018-01;0087584052;Libourne;10;305;96.72
2018-01;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;23;639;96.4
2018-01;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;9;299;96.99
2018-01;0087723197;Lyon Part Dieu;46;706;93.48
2018-01;0087741009;Chambéry - Challes-les-Eaux;40;731;94.53
2018-01;0087755009;Toulon;34;669;94.92
2019-01;0087118000;Troyes;22;329;93.31
2019-01;0087182063;Mulhouse;10;517;98.07
2019-01;0087191007;Thionville;20;318;93.71
2019-01;0087281006;Dunkerque;23;425;94.59
2019-01;0087300863;Besançon Franche-Comté TGV;13;299;95.65
2019-01;0087345009;Douai;33;570;94.21
2019-01;0087411017;Rouen Rive Droite;40;573;93.02
2019-01;0087444000;Caen;34;685;95.04
2019-01;0087473009;Saint-Brieuc;10;160;93.75
2019-01;0087474098;Quimper;4;252;98.41
2019-01;0087574004;Blois - Chambord;8;124;93.55
2019-01;0087673202;Dax;16;427;96.25
2019-01;0087713040;Dijon;57;808;92.95
2019-01;0087726000;Saint-Étienne Châteaucreux;17;369;95.39
2019-01;0087734004;Clermont-Ferrand;31;386;91.97
2019-01;0087741728;Moûtiers - Salins - Brides-les-Bains;9;225;96.0
2019-01;0087755009;Toulon;38;736;94.84
2019-01;0087755447;Les Arcs - Draguignan;43;490;91.22
2019-01;0087773002;Montpellier Saint-Roch;79;711;88.89
2020-01;0087118000;Troyes;30;287;89.55
2020-01;0087212027;Strasbourg;52;903;94.24
2020-01;0087271494;Aéroport Charles de Gaulle 2 TGV;32;542;94.1
2020-01;0087286005;Lille Flandres;69;875;92.11
2020-01;0087345009;Douai;20;348;94.25
2020-01;0087345025;Lens;26;296;91.22
2020-01;0087393702;Massy TGV;18;613;97.06
2020-01;0087474098;Quimper;8;330;97.58
2020-01;0087547000;Paris Austerlitz;32;544;94.12
2020-01;0087576009;Vierzon;8;312;97.44
2020-01;0087594002;Brive-la-Gaillarde;4;317;98.74
2020-01;0087671339;Lourdes;2;320;99.38
2020-01;0087686006;Paris Gare de Lyon Hall 1 & 2;67;1057;93.66
2020-01;0087713040;Dijon;25;399;93.73
2020-01;0087718007;Besançon Viotte;20;380;94.74
2020-01;0087746008;Annecy;14;354;96.05
2020-01;0087755009;Toulon;32;640;95.0
2020-01;0087781005;Béziers;20;403;95.04
2021-01;0087111849;Marne-la-Vallée Chessy;67;664;89.91
2021-01;0087147322;Meuse TGV;31;356;91.29
2021-01;0087172007;Charleville-Mézières;9;576;98.44
2021-01;0087223263;Lille Europe;10;327;96.94
2021-01;0087313882;TGV Haute Picardie;4;307;98.7
2021-01;0087345025;Lens;2;73;97.26
2021-01;0087387001;Évreux Normandie;19;322;94.1
2021-01;0087444372;Trouville - Deauville;7;148;95.27
2021-01;0087444877;Cherbourg;7;257;97.28
2021-01;0087471003;Rennes;36;431;91.65
2021-01;0087474007;Brest;12;227;94.71
2021-01;0087481002;Nantes;30;680;95.59
2021-01;0087481754;La Baule-Escoublac;10;239;95.82
2021-01;0087543009;Orléans;3;83;96.39
2021-01;0087571000;Tours;31;540;94.26
2021-01;0087584052;Libourne;1;306;99.67
2021-01;0087586008;Agen;8;305;97.38
2021-01;0087592006;Limoges Bénédictins;28;334;91.62
2021-01;0087673004;Bayonne;8;219;96.35
2021-01;0087673202;Dax;14;305;95.41
2021-01;0087696005;Nevers;20;313;93.61
2021-01;0087723197;Lyon Part Dieu;9;361;97.51
2021-01;0087725705;Mâcon Loché TGV;8;316;97.47
2021-01;0087732008;Vichy;6;262;97.71
2021-01;0087743005;Bourg-en-Bresse;31;331;90.63
2021-01;0087745000;Bellegarde;20;299;93.31
2021-01;0087751008;Marseille Saint-Charles;51;650;92.15
2021-01;0087775007;Nîmes;14;601;97.67
2021-01;0087784009;Perpignan;28;563;95.03
2017-02;0087171009;Reims;25;700;96.43
2017-02;0087171926;Champagne-Ardenne TGV;42;625;93.28
2017-02;0087182063;Mulhouse;11;519;97.88
2017-02;0087191007;Thionville;13;326;96.01
2017-02;0087313874;Amiens;38;560;93.21
2017-02;0087393702;Massy TGV;12;583;97.94
2017-02;0087411017;Rouen Rive Droite;41;529;92.25
2017-02;0087476200;Auray;20;279;92.83
2017-02;0087481754;La Baule-Escoublac;21;273;92.31
2017-02;0087543009;Orléans;48;670;92.84
2017-02;0087586008;Agen;28;302;90.73
2017-02;0087597005;Châteauroux;17;347;95.1
2017-02;0087611244;Montauban Ville Bourbon;14;297;95.29
2017-02;0087673400;Biarritz;9;361;97.51
2017-02;0087722025;Lyon Perrache;14;545;97.43
2017-02;0087723197;Lyon Part Dieu;51;730;93.01
2017-02;0087745000;Bellegarde;46;497;90.74
2017-02;0087755447;Les Arcs - Draguignan;43;461;90.67
2017-02;0087756056;Nice;53;574;90.77
2017-02;0087757625;Cannes;105;747;85.94
2017-02;0087781278;Agde;19;286;93.36
2017-02;0087784009;Perpignan;26;573;95.46
2018-02;0087113001;Paris Est;57;598;90.47
2018-02;0087118000;Troyes;16;297;94.61
2018-02;0087142109;Lorraine TGV;21;329;93.62
2018-02;0087182014;Colmar;11;273;95.97
2018-02;0087281071;Calais - Fréthun;13;442;97.06
2018-02;0087313874;Amiens;48;630;92.38
2018-02;0087476200;Auray;12;285;95.79
2018-02;0087543009;Orléans;51;656;92.23
2018-02;0087571240;Saint-Pierre-des-Corps;23;672;96.58
2018-02;0087581009;Bordeaux Saint-Jean;56;855;93.45
2018-02;0087686006;Paris Gare de Lyon Hall 1 & 2;45;1002;95.51
2018-02;0087725705;Mâcon Loché TGV;9;276;96.74
2018-02;0087751008;Marseille Saint-Charles;67;670;90.0
2018-02;0087757625;Cannes;135;645;79.07
2018-02;0087773002;Montpellier Saint-Roch;64;756;91.53
2019-02;0087141002;Nancy;49;623;92.13
2019-02;0087147322;Meuse TGV;10;290;96.55
2019-02;0087171926;Champagne-Ardenne TGV;48;511;90.61
2019-02;0087271007;Paris Gare du Nord transmanche;114;1449;92.13
2019-02;0087281071;Calais - Fréthun;14;586;97.61
2019-02;0087342014;Arras;37;657;94.37
2019-02;0087345025;Lens;53;592;91.05
2019-02;0087391003;Paris Montparnasse Hall 1 & 2;88;1861;95.27
2019-02;0087471003;Rennes;45;512;91.21
2019-02;0087476606;Vannes;13;264;95.08
2019-02;0087481002;Nantes;39;615;93.66
2019-02;0087481705;Saint-Nazaire;44;287;84.67
2019-02;0087481754;La Baule-Escoublac;15;260;94.23
2019-02;0087485003;La Rochelle;35;477;92.66
2019-02;0087571240;Saint-Pierre-des-Corps;21;632;96.68
2019-02;0087575142;Châtellerault;7;173;95.95
2019-02;0087594002;Brive-la-Gaillarde;3;351;99.15
2019-02;0087597005;Châteauroux;5;333;98.5
2019-02;0087611004;Toulouse Matabiau;14;591;97.63
2019-02;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;32;646;95.05
2019-02;0087713040;Dijon;64;794;91.94
2019-02;0087734004;Clermont-Ferrand;78;488;84.02
2019-02;0087751008;Marseille Saint-Charles;57;633;91.0
2019-02;0087757625;Cannes;97;684;85.82
2019-02;0087757674;Antibes;98;828;88.16
2020-02;0087141002;Nancy;43;659;93.47
2020-02;0087286005;Lille Flandres;57;726;92.15
2020-02;0087313882;TGV Haute Picardie;21;400;94.75
2020-02;0087345009;Douai;29;512;94.34
2020-02;0087471003;Rennes;54;676;92.01
2020-02;0087478107;Saint-Malo;6;213;97.18
2020-02;0087481705;Saint-Nazaire;16;314;94.9
2020-02;0087481754;La Baule-Escoublac;12;258;95.35
2020-02;0087543017;Les Aubrais;18;293;93.86
2020-02;0087584052;Libourne;5;307;98.37
2020-02;0087611004;Toulouse Matabiau;10;565;98.23
2020-02;0087611244;Montauban Ville Bourbon;14;326;95.71
2020-02;0087671339;Lourdes;2;320;99.38
2020-02;0087688887;Montpellier Sud de France;8;414;98.07
2020-02;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;12;333;96.4
2020-02;0087726000;Saint-Étienne Châteaucreux;30;373;91.96
2020-02;0087734004;Clermont-Ferrand;23;395;94.18
2020-02;0087741793;Bourg-Saint-Maurice;7;157;95.54
2020-02;0087745000;Bellegarde;27;414;93.48
2020-02;0087747006;Grenoble;13;346;96.24
2020-02;0087755009;Toulon;25;658;96.2
2020-02;0087773002;Montpellier Saint-Roch;95;676;85.95
2020-02;0087775007;Nîmes;24;654;96.33
2020-02;0087781005;Béziers;18;438;95.89
2021-02;0087111849;Marne-la-Vallée Chessy;57;718;92.06
2021-02;0087171926;Champagne-Ardenne TGV;30;495;93.94
2021-02;0087276691;Compiègne;21;224;90.62
2021-02;0087286005;Lille Flandres;9;299;96.99
2021-02;0087387001;Évreux Normandie;25;319;92.16
2021-02;0087413013;Le Havre;9;235;96.17
2021-02;0087444000;Caen;13;411;96.84
2021-02;0087444372;Trouville - Deauville;6;148;95.95
2021-02;0087444877;Cherbourg;11;264;95.83
2021-02;0087474007;Brest;22;302;92.72
2021-02;0087474338;Morlaix;44;383;88.51
2021-02;0087476606;Vannes;10;448;97.77
2021-02;0087486019;La Roche-sur-Yon;3;292;98.97
2021-02;0087547000;Paris Austerlitz;19;570;96.67
2021-02;0087571216;Vendôme - Villiers-sur-Loir;26;63;58.73
2021-02;0087581009;Bordeaux Saint-Jean;34;522;93.49
2021-02;0087597005;Châteauroux;4;79;94.94
2021-02;0087671339;Lourdes;6;320;98.12
2021-02;0087722025;Lyon Perrache;8;365;97.81
2021-02;0087747006;Grenoble;19;309;93.85
